,Review,label,label_p,cleaned
22003,"It is a great game the guns are good but they need to add the campaign lv that said ""coming soon"".",2,2,It is a great game the gun are good but they need to add the campaign lv that said coming soon 
913,you cocoloco hombres i want to update my game BUT I CANT this  happens every time i try to up date it please fix it,5,4,you cocoloco hombre i want to update my game BUT I CANT this happens every time i try to up date it please fix it 
33629,FAZ TODOS MODOS TENHA WIFI LOCAL,0,0,FAZ TODOS MODOS TENHA WIFI LOCAL 
7890,I spend all my gems accidently im so sad what can i do to get them back Great game btw,5,4,I spend all my gem accidently im so sad what can i do to get them back Great game btw 
35942,It KEEPS ON LOADING I HAVE HADE IT FOR 1 YEAR IT DON'T WORK,5,4,It KEEPS ON LOADING I HAVE HADE IT FOR 1 YEAR IT DON T WORK 
23882,"I am the leader of optic gaming, but can't lead the 2nd best clan in the world with game all of a sudden freezing on me.  I can't play for even 10 seconds now.  I'll give a 5 star once my issue is fixed.",5,4,I am the leader of optic gaming but can t lead the 2nd best clan in the world with game all of a sudden freezing on me I can t play for even 10 second now I ll give a 5 star once my issue is fixed 
59580,Too much overpowered gun but  nice game,2,2,Too much overpowered gun but nice game 
55295,This is an okay FPS that DESPERATLY needs controller support.,2,2,This is an okay FPS that DESPERATLY need controller support 
12234,ADORWI TUDOOO,0,0,ADORWI TUDOOO 
53826,I don't play this app,0,0,I don t play this app 
11064,Love this game is horrible,0,0,Love this game is horrible 
24701,Everything is good and smooth but the controls are kinda hard,2,2,Everything is good and smooth but the control are kinda hard 
12196,Its super fun but im poor in gens,2,2,Its super fun but im poor in gen 
43711,Did is my favourite game. If there was a top.... Something it would be in dere It is de best game of all time,2,2,Did is my favourite game If there wa a top Something it would be in dere It is de best game of all time 
39319,Awesome but the futuristic update killed call of duty,2,2,Awesome but the futuristic update killed call of duty 
22993,Please Update The Campaign Please,2,2,Please Update The Campaign Please 
35115,QUIT THE UPDATES I KNOW YOU GUYS ARE LAZY ENOUGH TO EVEN MAKE NEW GUNS ALSO THE GAME IS EATING UP SPACE ON MY DEVICE WHAT ABOUT FIXING THE GHOST LANTERN AND OTHER SPAMMY WEAPONS,2,2,QUIT THE UPDATES I KNOW YOU GUYS ARE LAZY ENOUGH TO EVEN MAKE NEW GUNS ALSO THE GAME IS EATING UP SPACE ON MY DEVICE WHAT ABOUT FIXING THE GHOST LANTERN AND OTHER SPAMMY WEAPONS 
1077,Super fun game. The only thing is that they should add a private server mode to play only with friends,2,2,Super fun game The only thing is that they should add a private server mode to play only with friend 
26856,"I love this game, its fun and cute. However, the game makes you grind a lot a lot and can be very time consuming",2,2,I love this game it fun and cute However the game make you grind a lot a lot and can be very time consuming 
52676,"I don't get it. It said I had a cheat and I didn't and I lost everything.But its a fun game fix it I did not cheat it took me forever to afford guns,reach levels, get gems and coins.",5,4,I don t get it It said I had a cheat and I didn t and I lost everything But it a fun game fix it I did not cheat it took me forever to afford gun reach level get gem and coin 
3813,Awsome but hard once max level its hard to get gem unless your as lucky as my sis because in lucy chest wich is impossible to get it she got 50 gems 2 times in a row,2,2,Awsome but hard once max level it hard to get gem unless your a lucky a my si because in lucy chest wich is impossible to get it she got 50 gem 2 time in a row 
21470,Super j'ai pas grand chose a redire,0,0,Super j ai pa grand chose a redire 
20821,This is my favorite Android game and hope u add more played this GB Ame since I was 8 and now I'm 11,2,2,This is my favorite Android game and hope u add more played this GB Ame since I wa 8 and now I m 11 
23123,Please I have an account then it can't get back I have so many things and more plzzzz        Fix this please I have an account. It doesn't even works it keeps saying. You have an cloud inventory and it's even doesn't work please fix this issue to save my previous  Account please fix it . I will rate 2 more stars all. Plz fix oh and one thing pls reduce the MB      of this game,3,3,Please I have an account then it can t get back I have so many thing and more plzzzz Fix this please I have an account It doesn t even work it keep saying You have an cloud inventory and it s even doesn t work please fix this issue to save my previous Account please fix it I will rate 2 more star all Plz fix oh and one thing pls reduce the MB of this game 
1322,"Weapons are unbalanced, some are waaaay too powerful than others. All of the ""good"" weapons should have a weakness, or a cheap weapon that can counter it.",2,2,Weapons are unbalanced some are waaaay too powerful than others All of the good weapon should have a weakness or a cheap weapon that can counter it 
57937,Its sooooo fun.  And plzz delete the cheater,2,2,Its sooooo fun And plzz delete the cheater 
18056,"Ok it's been awhile since I played th is game though I lots all my coins and gems because of the  ""hacking system"" so it is a good game I just my coins and gems.",3,3,Ok it s been awhile since I played th is game though I lot all my coin and gem because of the hacking system so it is a good game I just my coin and gem 
19778,Great game guys  please can ban the prototype because it is easy to kill with 😀😀,2,2,Great game guy please can ban the prototype because it is easy to kill with 
34089,"It would be great if there would be ranking depending on accuracy.But even without it, its still the best pixel-multiplayer-shooter game.👌✌😉",2,2,It would be great if there would be ranking depending on accuracy But even without it it still the best pixel multiplayer shooter game 
52597,"Impossible to get coins, rich players spawn camping, and slow action that make it feel like a 3 hour long movie rather than a game.",2,2,Impossible to get coin rich player spawn camping and slow action that make it feel like a 3 hour long movie rather than a game 
45797,I love this game and I have an idea for extream run you should get gems if you pass the 6000 mile marker and it should kinda be the same for arena have a nice day!,2,2,I love this game and I have an idea for extream run you should get gem if you pas the 6000 mile marker and it should kinda be the same for arena have a nice day 
35975,Fart man is in da house,0,0,Fart man is in da house 
15162,Should add battle royale,2,2,Should add battle royale 
47186,Cubic Games i cannot make my second pixel gun 3d account in parellel space i cannot click the armory button,3,3,Cubic Games i can not make my second pixel gun 3d account in parellel space i can not click the armory button 
